feedback_id,feedback,title,rating,created_at,channel,product_area,source_dataset
DRUG-119539,"""I found xenical while googling weight loss pills in a desperate need to loose weight. My first 3 days I experienced my first side effect but in the 8 days I've been on it I noticed if I don't eat fatty foods I won't get the bad side effects. So I've been on it for 8 days and lost 2 kgs and 5 inches off my waist. Don't know if its me not eating fatty food or the pill but I think its both. Mind you I only take it an hour after dinner. I'm happy with the way its going so far.""",Orlistat — Obesity,4.0,2017-10-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-85254,"""I've been disabled for 3 years I am on pain medication.  I don't really eat more then one meal a day Dr was aware of my medication and had Barium CT prior so it showed some stool which I guess is normal he didn't seem concerned when ordering the endo/colonoscopy suprep . I had to have fluids the day of starting the prep I even started an hour early taste almost wanted to vomit , I used candy, juice you name it ...about 45 mins in it started.  I'm doing the endoscopy for my pain in abdomen but figured with family history would do colonoscopy. 4 hrs later second dose was even harder to get down was going all night.  Still was unable to do the colonoscopy now I'm home with constant diarrhea. Never again . The thought of that drink makes me gag""",Suprep Bowel Prep Kit — Bowel Preparation,1.0,2017-10-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-130708,"""I have been taking Valtrex as a suppression for 2 years right after my initial Hsv2 outbreak, which was THE WORST pain of my life, urinary retention, had to wear a catheter. I refuse to come off this drug because it scared the living heck out of me. I never want to go through that EVER again. Valtrex is my savior drug. My gyno put me on it right after the initial. Cleared me up fast and I have zero side effects (I literally don't even know I've taken the drug) I asked if I can stay on it, as I am more terrified of getting anything like my initial outbreak. Since I have been on Valtrex I have not had any outbreaks but 1 little sore per year will pop up.I even skip days sometimes, but if I do I have this constant itch. Keeps Hsv2 away.""","Valtrex — Herpes Simplex, Suppression",5.0,2017-02-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-107037,"""While hydroquinone active ingredient has been effective for me in the past, Melpaque from Stratus Pharma is a orange tinted cream. The tint is from iron oxide which is touted as the sunblock. However, unless you have the complexion of an Oompah Loompa, I'd recommend specifying that your pharmacy NOT choose this generic version to fill your prescription. In researching this cream, I found that the company has a questionable reputation. My prescription did not specify a tinted cream and I will try to return it.""",Hydroquinone — Dermatological Disorders,1.0,2017-01-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-87779,"""I went on this birth control because I wanted to gain a little bit of weight but I ended up gaining 15 pounds and couldn't exercise my stomach off because the shot made me so tired even when I would have 3-4 days off from work. I never had the energy to do anything. This shot made me moody and depressed! Not to mention it made my anxiety off the roof! Everyday I would almost get a panic attack from the smallest worries. After I got off it a couple weeks later I felt like a brand new person! Back to my old self. Happy energetic and fun to be around with! The only thing that was good about this birth control is that I never got my period. """,Depo-Provera — 7</span> users found this comment helpful.,1.5,2012-04-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-29875,"""I have GAD, PTSD, Adult ADD, Bi-polar & crippling panic attacks aka Panic Disorder. I was diagnosed with panic disorder at the age of 7. It ruins my life. I took klonopin for 7 years threw middle and high school. It worked okay but I always felt like something else could work better. I have been on Prozac, cymbalta, latuda, visteril, lexapro, Effexor, amnitriptalyne, celexa, Paxil, lyrica, neurontin, depakote, seroquel and risperdal. Nothing EVER worked. I finally am on a routine of; 40mg Prozac, 25mg amnitriptalyne, 40mg adderall a day, .5mg klonopin 4X daily, .5mg of halcion for insomnia. My doc recently changed me to 1mg Xanax 3X daily and it has been a lifesaver. I don't feel like a zombie and my mood has evened out!! Love it so much.""",Alprazolam — Anxiety,4.5,2016-03-19,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-137743,"""I am on 5mg of Abilify and 100mg of Pristiq.   I have been on this combination for about a year.   As a result, I've been the happiest I have been in many years of struggling with severe depression.  HOWEVER,  I'm torn.   I recently recovered from a very severe eating disorder after 30 years!   My weight in a lifetime has been as low as 70lbs and as high as 120lbs. I am 5' 3&quot;.  NOW after a year of recovery from the eating disorder AND taking the Abilify and Pristiq,  I have gained over 50lbs!!!!  As you can imagine,  I am totally freaked out.  I suffer from arthritis and it is very difficult to exercise, although I try.  At any rate, I don't know what to do.   I feel great,  but the weight gain is overwhelming and I'm still gaining! HELP!!!""",Aripiprazole — Major Depressive Disorde,1.5,2015-10-18,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-131461,"""Zofran is a life saver! Works quickly and very well. I get bad anxiety and worry a lot which causes recent and sometimes unbearable stomach upset. One pill and I'm good! I am so happy I found relief. It does cause constipation for me but I'd much rather deal with that!""",Ondansetron — Nausea/Vomiting,4.0,2011-10-02,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-07227,"""I originally asked my doctor for a birth control pill with the least amount of hormones because I did not want my period to completely stop. I have always had very irregular and heavy periods. She said this would make them lighter and more regular. Over the course of a year, this pill made my periods almost inexistent. I would get it maybe once every 4 months and usually only lasted a day. My sex drive was gone. I gained 60 pounds even thought I never really had much of an appetite. I was depressed and anxious all the time. The only good thing about it was it cleared up my skin. I use Junel Fe now but I still have similar side effects so I'm going to talk to my doctor about switching again :(""",Lo Loestrin Fe — Birth Control,1.0,2017-07-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-152804,"""I had acne on my forehead only. It was like small bumps all over. When i first used Epiduo i initially experience the acne looking a lot worse and feeling really horrible. It was itchy and dry and red, almost inflamed. At the time i was away on vacation so i decided to stopp using it for the time being. When i came home (4 weeks later) I decided to give it another try. This time around it worked AMAZING. After two days of using it ALL of the acne on my forehead has gone away. My forehead has never been so clear before. I am also using aczone 7.5% in the morning. It seems like everyone has different experiences with this product but it really worked for me!!""",Epiduo — Acne,5.0,2016-11-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
